OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,x,y
2049,E0141,Santa Clara - Retired Dec 2005,1,Pacific Recovery Corp,Santa Clara,1.5,1,LFG,12/1/1986 0:00,-121.9705382,37.41370344
2050,E0303,Zero Waste to Energy,0,Zero Waste to Energy Development Company,Santa Clara,1.6,Unit 1,LFG,1/1/2016 0:00,-121.9512467,37.43466934
2051,G0114,Santa Clara Cogen,0,Silicon Valley Power,Santa Clara,7.8,"1, 2",NG,6/1/1982 0:00,-121.9442412,37.36425522
2052,G0169,Donald Von Raesfeld Power Plant (DVR),0,Silicon Valley Power,Santa Clara,147,"CT1, CT2, SG",NG,11/1/2004 0:00,-121.9509986,37.37695889
2053,G0228,Gianera,0,Silicon Valley Power,Santa Clara,64.3,"1, 2",NG,6/1/1987 0:00,-121.968665,37.40114279
2054,G0144,Altivity Packaging - Santa Clara - Retired December 2017,1,Graphic Packaging International Inc,Santa Clara,25,COGEN 1,NG,6/1/1986 0:00,-121.9445368,37.36859093
2055,G0898,San Jose FMC,1,Pacific Gas & Electric (PG&E),Santa Clara,45,Unit 1,OIL,5/27/1997 0:00,-121.9237815,37.34839753
2056,S9047,Airport Division City of San Jose,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,-121.9225349,37.36510365
2057,S9094,City of San Jose,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,-121.8616185,37.31785791
2058,S9095,City of Santa Clara,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,-121.9216895,37.38044117
2059,S9101,County of Santa Clara,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 0:00,-121.9225419,37.38105976
2060,S9103,County of Santa Clara,0,Not Available,Santa Clara,1.1,1,SUN,1/1/2012 0:00,-121.9218208,37.38104496
2061,S9112,Independence HS,0,Not Available,Santa Clara,1.2,1,SUN,1/1/2012 0:00,-121.859144,37.36623043
2062,S9127,San Jose Evergreen Community College,0,Not Available,Santa Clara,1.4,1,SUN,1/1/2012 0:00,-121.765925,37.30392005
2063,S9172,Gridley Main Two,0,LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,Santa Clara,2.5,Unit 1,SUN,4/1/2013 0:00,-121.9157388,37.36740133
2064,G0087,San Jose Cogeneration,0,San Jose State University,Santa Clara,7,"GEN1, GEN2",NG,12/1/1984 0:00,-121.8783189,37.33610805
2065,G0221,Agnews Power Plant,0,O.L.S. Energy - Agnews Inc,Santa Clara,30.5,"AG1JT1, AG1ST1",NG,4/1/1990 0:00,-121.9270503,37.41114791
2066,G0121,San Jose Convention Center (Closed 2001),1,City of San Jose,Santa Clara,1.5,1,NG,5/1/1990 0:00,-121.8894709,37.32776881
2067,G0866,Los Esteros Critical Energy Facility,0,"Los Esteros Critical Energy Facility, LLC",Santa Clara,524,"LE1JT1, LE1JT1-RP, LE1JT2, LE1JT2-RP, LE1JT3, LE1JT3-RP, LE1JT4, LE1JT4-RP, LE1ST1",NG,3/1/2003 0:00,-121.9321549,37.42520063
2068,S0459,Frontier Solar LLC (Crow Creek),0,Clenera - Renewable Energy,Stanislaus,20,1,SUN,6/7/2016 0:00,-121.1490831,37.36779667
2069,E0150,Stanislaus Resource Recovery Facility,0,Covanta Energy Inc,Stanislaus,24,UNIT 1,MSW,1/1/1989 0:00,-121.1409142,37.38536275
2070,S9035,E & J Gallo Winery,0,Not Available,Merced,1,1,SUN,1/1/2012 0:00,-120.810811,37.37642659
2071,E0043,J R Wood Incorporated - Retired December 2004,1,Dole Packaged Frozen Foods,Merced,1.05,GEN1,NG,1/1/1992 0:00,-120.6290484,37.36157395
2072,G0283,JRW Associates LP,1,Ridgewood Power Management LLC,Merced,10.4,Unit 1-8,NG,4/1/1991 0:00,-120.6283238,37.36242758
2073,H0301,Fairfield,0,Merced Irrigation District,Merced,0.9,1,WAT,6/1/1983 0:00,-120.4325142,37.36856198
2074,S0429,Merced Solar,0,Merced Solar LLC,Merced,1.5,Unit 1,SUN,4/1/2015 0:00,-120.4844311,37.26777296
2075,S0430,Mission Solar,0,Mission Solar LLC,Merced,1.5,Unit 1,SUN,4/1/2015 0:00,-120.4824871,37.26777296
2076,S9090,City of Atwater,0,Not Available,Merced,1,1,SUN,1/1/2012 0:00,-120.6004962,37.36027565
2077,S9267,Pristine Sun Fund 10 Fresno PGE LLC_(2097_Helton),0,Not Available,Merced,1.5,Unit 1,SUN,5/1/2015 0:00,-120.5074397,37.3511019
2078,S9029,UC Merced,0,Not Available,Merced,1,1,SUN,1/1/2012 0:00,-120.4144857,37.36268662
2079,H0120,Crane Valley,0,Pacific Gas & Electric (PG&E),Madera,0.9,1,WAT,7/1/1919 0:00,-119.5294752,37.29158822
2080,H0450,San Joaquin #3,0,Pacific Gas & Electric (PG&E),Madera,4,3,WAT,8/1/1923 0:00,-119.5190292,37.25400428
2081,H0499,Portal,0,Southern California Edison (SCE),Fresno,10,UNIT 1,WAT,12/1/1956 0:00,-119.1591006,37.25693658
2082,H0041,Bishop Creek 2,0,Southern California Edison (SCE),Inyo,7.3,1,WAT,11/1/1908 0:00,-118.5735051,37.27366418
2083,H0042,Bishop Creek 3,0,Southern California Edison (SCE),Inyo,7.84,1,WAT,6/1/1913 0:00,-118.5320118,37.30204154
2084,H0394,Pleasant Valley,0,Los Angeles Department of Water & Power (LADWP),Inyo,2.7,Unit 1,WAT,2/1/1958 0:00,-118.5237046,37.41386428
2085,H0043,Bishop Creek 4,0,Southern California Edison (SCE),Inyo,7.95,1,WAT,9/1/1905 0:00,-118.5018396,37.32299659
2086,H0044,Bishop Creek 5,0,Southern California Edison (SCE),Inyo,3.8,1,WAT,6/1/1919 0:00,-118.4796457,37.33445375
2087,H0045,Bishop Creek 6,0,Southern California Edison (SCE),Inyo,1.6,1,WAT,3/1/1913 0:00,-118.4627524,37.34997061
2088,G0636,United Cogen Inc (SFO) - Retired 3/31/2012,1,United Cogen Inc,San Mateo,31,"CTG, STG",NG,12/1/1985 0:00,-122.3927682,37.62332316
2089,E0218,Ameresco Half Moon Bay (Ox Mountain Landfill),0,Ameresco Inc,San Mateo,11.46,"1, 2, 3, 4, 5, 6",LFG,4/1/2009 0:00,-122.4060219,37.50400752
2090,E0123,Marsh Road Power Plant (Retired 2013),1,OPAL Fuels,San Mateo,2,"Unit 1, Unit 2, Unit 3, Unit 4",LFG,12/1/1983 0:00,-122.1745681,37.49454608
2091,G0515,SRI International Cogen Project,0,International Power Technology Inc,San Mateo,6,UNIT 1,NG,4/1/1987 0:00,-122.1728889,37.45518221
2092,G1034,COBUG - City of Palo Alto Backup Generator,0,City of Palo Alto,Santa Clara,4.52,"Unit 1, Unit 2, Unit 3, Unit 4",NG,3/1/2002 0:00,-122.1097954,37.4383984
2093,S9104,JATCO,0,Not Available,Alameda,1.1,1,SUN,1/1/2012 0:00,-122.0094532,37.59217005
2094,S9121,Alameda Water District,0,Not Available,Alameda,1.3,1,SUN,1/1/2012 0:00,-121.9626359,37.50466712
2095,E0146,Byxbee Park Sanitary Landill - Retired December 2004,1,WPI Packaging & Maintenance Co,Santa Clara,2,"GEN1, GEN2",OGW,1/1/1990 0:00,-122.10336,37.44982829
2096,E0179,Newby Island I,1,OPAL Fuels,Santa Clara,2,"Unit 1, Unit 2, Unit 3, Unit 4",LFG,9/1/1984 0:00,-121.9357518,37.45511589
2097,E0122,Newby Island II (Retired 2010),1,OPAL Fuels,Santa Clara,3.3,"1, 2, 3",LFG,12/1/1989 0:00,-121.9323631,37.45476267
2098,E0134,Modesto Energy - Retired Dec 2002,1,Modesto Energy LP,Stanislaus,14,MELP,OGW,4/26/1988 0:00,-121.2694008,37.5393418
2099,W0395,Teichert Vernalis,0,Foundation Windpower,San Joaquin,1.5,WPRS 1,WND,1/1/1988 0:00,-121.3567217,37.61664868
2100,G0016,Almond Power Plant,0,Turlock Irrigation District,Stanislaus,223,"UNIT 1, UNIT 2-1, UNIT 2-2, UNIT 2-3",NG,10/1/1995 0:00,-120.9851925,37.57404312
2101,G0900,Walnut Energy Center,0,Turlock Irrigation District,Stanislaus,300.6,"Unit 1, Unit 2, Unit 3",NG,2/28/2006 0:00,-120.8958759,37.48721438
2102,E0012,TID Fuel Cell (Retired 2012),1,Turlock Irrigation District,Stanislaus,1.2,FC,OBG,1/20/2009 0:00,-120.8679462,37.4849982
2103,G0662,Walnut,0,Turlock Irrigation District,Stanislaus,48,"212813, 212814",NG,4/1/1986 0:00,-120.9047088,37.48994944
2104,H0234,Hickman,0,Turlock Irrigation District,Stanislaus,1.1,"1, 2",WAT,9/1/1979 0:00,-120.7463283,37.62155537
2105,H0300,Canal Creek (RETA),0,Merced Irrigation District,Merced,0.9,1,WAT,8/1/1983 0:00,-120.4897892,37.45422557
2106,H0325,Merced ID (Parker),0,Merced Irrigation District,Merced,2.7,1,WAT,4/1/1982 0:00,-120.44443,37.47783829
2107,H0530,Turlock Lake,0,Turlock Irrigation District,Stanislaus,3.3,"1, 2, 3",WAT,7/1/1980 0:00,-120.5946657,37.61145924
2108,H0175,Exchequer,0,Merced Irrigation District,Mariposa,94.5,EXC-1,WAT,1/1/1967 0:00,-120.2727602,37.58437154
2109,H0316,McSwain,0,Merced Irrigation District,Mariposa,9,MCS-1,WAT,7/1/1967 0:00,-120.3101581,37.5220859
2110,H0324,Merced Falls,0,Merced Irrigation District,Merced,10,Unit 598,WAT,7/21/1930 0:00,-120.3298894,37.52318263
2111,H0110,Control Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,38,Unit 1,WAT,4/1/1952 0:00,-118.5569378,37.43798922
2112,H0328,Middle Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,38,Unit 1,WAT,5/1/1952 0:00,-118.5692533,37.50998573
2113,H0536,Upper Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,36,Unit 1,WAT,6/1/1953 0:00,-118.589993,37.54600104
2114,G0462,Potrero Generating Station - Retired 2/28/2011,1,GenOn Holdings Inc.,San Francisco,363,"POT3, POT4, POT5, POT6",DFO,1/1/1965 0:00,-122.3819157,37.75664346
2115,S0123,Sunset Reservoir North Basin Solar,0,Duke Energy Renewables,San Francisco,4.5,1,SUN,11/1/2010 0:00,-122.4834865,37.7508877
2116,S9064,Fremont Group  50 Beale/DG Cogen Partners LLC,0,Not Available,San Francisco,1,1,SUN,1/1/2012 0:00,-122.3962992,37.79116918
2117,S9068,Market & Second Inc/Real Energy,0,Not Available,San Francisco,1,1,SUN,1/1/2012 0:00,-122.4007871,37.78931662
2118,S9113,Fremont Group Inc.  50 Beale/DG Cogen Partners LLC,0,Not Available,San Francisco,1.2,1,SUN,1/1/2012 0:00,-122.396601,37.79144601
2119,S9119,San Francisco State University,0,Not Available,San Francisco,1.2,1,SUN,1/1/2012 0:00,-122.4770436,37.72753095
2120,S9131,Equity Office Property,0,Not Available,San Francisco,1.5,1,SUN,1/1/2012 0:00,-122.3942561,37.7972399
2121,S9138,University of San Francisco,0,Not Available,San Francisco,2,1,SUN,1/1/2012 0:00,-122.4504563,37.77657407
2122,S9140,Southeast Wastwater Treatment Plant/CCSF,0,Not Available,San Francisco,2,1,SUN,1/1/2012 0:00,-122.3918145,37.74179613
2123,E0110,Southeast Digester Gas Cogen Plant,0,SF Public Utilities Commission,San Francisco,2.1,1,OBG,7/1/2002 0:00,-122.392945,37.73952683
2124,G0127,SF Fuel Cell Station,0,Pacific Gas & Electric (PG&E),San Francisco,1.6,1,NG,9/1/2011 0:00,-122.476014,37.7234775
2125,G0272,Hunters Point (Closed May 2006),1,Pacific Gas & Electric (PG&E),San Francisco,222,"Unit 144, Unit 321",NG,12/12/1948 0:00,-122.3757699,37.73730376
2126,G0641,Univ of San Francisco Cogen,0,University of San Francisco,San Francisco,1.5,S-17,NG,9/1/1987 0:00,-122.4517004,37.77659238
2127,G0935,Russell City Energy Center,0,"Russell City Energy Company, LLC",Alameda,640,"CTG1, CTG2, ST1",NG,8/8/2013 0:00,-122.1337206,37.63473448
2128,S9030,Port of Oakland,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,-122.3005226,37.80454443
2129,S9043,Peralta Community College Dist,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,-122.1611238,37.79088605
2130,S9066,Ghiradelli Chocolate,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,-122.1504107,37.71198105
2131,S9133,Oro Loma Sanitary District,0,Not Available,Alameda,1.5,1,SUN,1/1/2012 0:00,-122.1531334,37.66499137
2132,G0379,Alameda,0,Northern California Power Agency,Alameda,49.9,"1, 2",NG,5/1/1986 0:00,-122.2893402,37.78868919
2133,G0406,Oakland Power Plant,0,Duke Energy Oakland LLC,Alameda,223.5,"1, 2, 3", JF,1/1/1978 0:00,-122.2818868,37.79643904
2134,G1028,CSU East Bay Fuel Cell,0,Pacific Gas & Electric (PG&E),Alameda,1.4,1,NG,9/23/2011 0:00,-122.059502,37.65853088
2135,S9025,AT&T Services Inc.,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,-121.9647523,37.76807528
2136,S9073,AT&T San Ramon (PV)/AT&T Services Inc,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,-121.9645723,37.7659314
2137,S9039,Community College District Chabot Las Positas,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,-121.7985966,37.71301216
2138,S9083,Carl Zeiss Meditec Inc.,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,-121.8898001,37.71277196
2139,S9123,Chabot - Las Positas Community College,0,Not Available,Alameda,1.3,1,SUN,1/1/2012 0:00,-121.9270772,37.7062873
2140,S9146,Chabot Las Positas Community College District,0,Not Available,Alameda,2.3,1,SUN,1/1/2012 0:00,-121.7949296,37.71221261
2141,F0002,Santa Rita Jail Fuel Cell,0,Fuel Cell Energy,Alameda,1.4,MB18,NG,12/16/2016 0:00,-121.8881999,37.71741802
2142,G1015,Mariposa Energy  LLC,0,Mariposa Energy LLC,Alameda,200,"Mariposa 1, Mariposa 2, Mariposa 3, Mariposa 4",NG,10/1/2012 0:00,-121.6018598,37.78882372
2143,S0220,RE Mohican,0,Kaiser Permanente,Alameda,1,1,SUN,9/1/2010 0:00,-121.7155008,37.70611387
2144,S0619,Whitehorn Solar LLC,0,PSEG Solar Source LLC,Alameda,3.3,Unit 1,SUN,2/18/2016 0:00,-121.7174467,37.69150412
2145,S9049,Health Plan Inc. Kaiser Foundation,0,Not Available,Alameda,1,1,SUN,1/1/2012 0:00,-121.7166268,37.7079016
2146,E0071,Ameresco Vasco Road LLC,0,Ameresco Inc,Alameda,4.34,"Unit 1, Unit 2",LFG,2/22/2014 0:00,-121.7288284,37.75458433
2147,E0106,Altamont Gas Recovery,0,Bio Energy Partners/WM Renewable Energy,Alameda,9.6,"1, 2, 3, 4",LFG,3/1/1989 0:00,-121.6498529,37.749303
2148,G0184,Byron Power Partners LP - Retired December 2010,1,Ridgewood Power Management LLC,Alameda,1.3,Unit 1-5,NG,5/1/1990 0:00,-121.60055,37.79144282
2149,W0333,ALTAMONT-  01W035 - Retired 10/31/2015,1,See WPRS for details,Alameda,72,WPRS 1,WND,1/1/1988 0:00,-121.6493881,37.72804462
2150,W0394,Vasco Wind Energy Center,0,NextEra Energy Resources LLC,Alameda,78.2,WPRS 1,WND,1/1/1988 0:00,-121.7231094,37.78883917
2151,W0423,Diablo Wind LLC,0,NextEra Energy Resources LLC,Alameda,17.98,WPRS 1,WND,12/7/2012 0:00,-121.6173394,37.76182458
2152,W0426,Buena Vista Energy LLC,0,See WPRS for details,Contra Costa,38,WPRS 1,WND,5/1/2005 0:00,-121.6583815,37.80867523
2153,W0298,Seawest Industries  Inc San Jacinto - Retired 11/1/2015,1,Seawest Energy Group,Riverside,17,WPRS 1,WND,1/1/1983 0:00,-121.6404633,37.70786791
2154,W0322,Altamont Pass Windplant -Retired 11/1/2015,1,See WPRS for details,Alameda,110,WPRS 1,WND,1/1/1988 0:00,-121.6564336,37.74150602
2155,W0331,Santa Clara 85C - Decommissioned 7/1/2016,1,Not Available,Alameda,16.02,WPRS 1,WND,12/30/1985 0:00,-121.645887,37.73979681
2156,W0336,Altamont Infrastructure Company - 01W144 - Retired 11/1/2015,1,Green Ridge Service LLC,Alameda,367.03,WPRS 1,WND,1/1/1988 0:00,-121.6529608,37.73227094
2157,W0337,ALTAMONT - 01W146A - Retired 10/31/2015,1,See WPRS for details,Alameda,43.1,WPRS 1,WND,1/1/1988 0:00,-121.655455,37.74364389
2158,W0340,ALTAMONT - 01W146D - Retired 11/1/2015,1,See WPRS for details,Alameda,15,WPRS 1,WND,1/1/1986 0:00,-121.6864196,37.75692772
2159,W0346,Altamont Midway Ltd - Retired 4/1/2015,1,See WPRS for details,Alameda,56.2,WPRS 1,WND,4/16/1985 0:00,-121.5790233,37.76728633
2160,W0347,ALTAMONT - 16W011 - Retired 10/31/2015,1,See WPRS for details,Alameda,23.8,WPRS 1,WND,1/1/1987 0:00,-121.6915503,37.73913576
2161,W0348,Flowind 3-4 - Retired 10/31/2015,1,Green Ridge Service LLC,Alameda,18.96,WPRS 1,WND,1/1/1985 0:00,-121.6908018,37.78100226
2162,W0352,Patterson Pass -Retired 11/1/2014,1,See WPRS for details,Alameda,21.84,WPRS 1,WND,4/2/1985 0:00,-121.6010477,37.70937969
2163,W0353,Dyer Road - Retired 4/1/2015,1,See WPRS for details,Alameda,16.9,WPRS 1,WND,12/31/1989 0:00,-121.6110344,37.75189375
2164,W0375,Difwind VII - Retired 11/1/2015,1,See WPRS for details,Alameda,24,WPRS 1,WND,1/1/1987 0:00,-121.6525604,37.73680747
2165,W0377,DifWind IX - Retired 11/1/2015,1,See WPRS for details,Alameda,18,WPRS 1,WND,1/1/2011 0:00,-121.6437906,37.73940785
2166,W0446,Windpower Partners 1992  L.P - Retired 11/1/2015,1,See WPRS for details,Alameda,30,WPRS 1,WND,1/1/1988 0:00,-121.6555344,37.73360694
2167,W0461,Golden Hills,0,See WPRS for details,Alameda,85.92,WPRS 1,WND,12/1/2015 0:00,-121.6152981,37.77236904
2168,W0468,Golden Hills North,0,See WPRS for details,Alameda,46,WPRS 1,WND,11/8/2017 0:00,-121.6318387,37.76728495
2169,W0453,Windpower Partners 1991  L.P. - Retired 11/1/2015,1,See WPRS for details,Alameda,16.3,WPRS 1,WND,12/31/1989 0:00,-121.7070594,37.77881268
2170,W0482,Altamont Winds LLC,0,Greenbacker Renewable Energy Company LLC,Alameda,57.5,WPRS 1,WND,7/2/2021 0:00,-121.6715709,37.7393605
2171,E0096,Tracy Biomass Plant (retired 6/1/2019),1,Thermal Energy Dev Partner LP,San Joaquin,23,GEN 1,WDS,4/26/1990 0:00,-121.4882557,37.72005815
2172,G0838,Tracy Peaker Plant (reconfigured from Peaker to CC 2012),0,"MRP San Joaquin Energy, LLC",San Joaquin,499,"TCC 1, TPP 1, TPP 1CT, TPP 2, TPP 2CT",NG,8/1/2012 0:00,-121.4912825,37.71079344
2173,W0396,Safeway Tracy,0,Foundation Windpower,San Joaquin,2,WPRS 1,WND,10/1/2010 0:00,-121.5216866,37.71366242
2174,G0529,San Joaquin Cogen - Retired 6/27/2017,1,Heorot Power Management,San Joaquin,48,LM5000,NG,1/1/1990 0:00,-121.2904309,37.80676732
2175,G0128,Lathrop Plant,0,JR Simplot Company,San Joaquin,4,1,NG,9/30/1995 0:00,-121.2774939,37.80679101
2176,S0180,McHenry Solar Plant,0,AxInfra US LP,Stanislaus,25.5,1,SUN,7/20/2012 0:00,-120.9909758,37.7362552
2177,G0204,MID Ripon,0,Modesto Irrigation District,San Joaquin,100,"Ripon 1, Ripon 2",NG,6/21/2006 0:00,-121.1253221,37.73126695
2178,G0564,Ripon Cogeneration Facility,0,Ripon Cogeneration LLC,San Joaquin,49.9,UNIT 1,NG,4/1/1988 0:00,-121.1159262,37.73141899
2179,G0679,Woodland Generation Station,0,Modesto Irrigation District,Stanislaus,185,"Woodland 1, Woodland 2-12, Woodland 3a-f",NG,12/1/1993 0:00,-121.0195915,37.65260846
2180,G0336,McClure,0,Modesto Irrigation District,Stanislaus,112,"1, 2","DFO, NG",7/1/1980 0:00,-120.9313666,37.62900837
2181,G0254,Hershey Chocolate Confectionery Oakdale Plant -Shutdown 2011,1,Hershey Chocolate & Confectionary Corp,Stanislaus,6.2,Unit 1,NG,4/1/1987 0:00,-120.8438536,37.75066565
2182,H0599,Stone Drop,0,Modesto Irrigation District,Stanislaus,0.6,1,WAT,4/1/1984 0:00,-120.7190749,37.64338203
2183,H0144,Don Pedro,0,Turlock Irrigation District,Tuolumne,170.9,"6710281, 6710282, 6710283, 8513242",WAT,5/1/1971 0:00,-120.4200626,37.6960239
2184,H0276,La Grange,0,Turlock Irrigation District,Stanislaus,8.4,"1, 117954, 2, 342321",WAT,11/1/1989 0:00,-120.4438402,37.66966831
2185,H0535,Upper Dawson,0,Turlock Irrigation District,Stanislaus,6,1,WAT,11/1/1983 0:00,-120.4707246,37.65094918
2186,H0601,Moccasin,0,SF Public Utilities Commission,Tuolumne,100,"UNIT 1, UNIT 2",WAT,8/1/1969 0:00,-120.2993173,37.80929812
2187,H0426,Rush Creek,0,Southern California Edison (SCE),Mono,8.4,"1, 2",WAT,10/1/1916 0:00,-119.123299,37.76701546
2188,S9201,Garces (Oswell A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2015 0:00,-118.9434001,37.64016793
2189,T0035,Mammoth Pacific I,0,Mammoth Pacific LP,Mono,10,"U100, U200",GEO,11/1/1984 0:00,-118.9141139,37.64502682
2190,T0036,Mammoth Pacific II,0,Mammoth Pacific LP,Mono,15,"T101, T102, T103",GEO,12/1/1990 0:00,-118.9091197,37.64624262
2191,T0038,Ples I,0,Mammoth Pacific LP,Mono,15,"T101, T102, T103",GEO,12/1/1990 0:00,-118.9094365,37.64562568
2192,S0665,MCE Richmond Solar PV Project,0,S-Power (Sustainable Power Group),Contra Costa,10.5,Unit 1,SUN,12/22/2017 0:00,-122.3778833,37.94561775
2193,S9065,General Chemical Corp/Chevron Energy Solutions,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,-122.3853436,37.931169
2194,S9093,Wastewater District West County,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,-122.379636,37.96699842
2195,S9130,Central Marin Sanitation Agency,0,Not Available,Marin,1.5,1,SUN,1/1/2012 0:00,-122.4914802,37.95539525
2196,E0137,Nove Power Plant,0,West Contra Costa Energy Recovery Inc,Contra Costa,3,"GEN1, GEN2, GEN3",LFG,5/1/1987 0:00,-122.3764731,37.96839054
2197,G0104,Chevron Richmond Refinery Cogeneration,0,Chevron Products Co - NorCal,Contra Costa,204.53,"Cogen1, Cogen2, FCC, PP1, PP2, PP3, PP4, STG-3640, TG-800",NG,8/1/1992 0:00,-122.3908868,37.94179504
2198,S0662,BART Lafayette,0,Tesla Inc.,Contra Costa,1.01,Unit 1,SUN,9/12/2018 0:00,-122.1231442,37.89436528
2199,E0036,EBMUD Wastewater Treatment Plant Power Generation Station,0,East Bay Municipal Utility District (EBMUD),Alameda,6.45,"GEN 1, GEN 2, GEN 3",OBG,8/1/1985 0:00,-122.2954619,37.82602391
2200,E0242,EBMUD Wastewater Treatment Plant Digester Gas Turbine,0,East Bay Municipal Utility District (EBMUD),Alameda,4.6,1,OBG,11/1/2011 0:00,-122.2963785,37.8260581
2201,G0405,PE Berkeley Inc,0,PE-Berkeley Inc c/o Olympus Power LLC,Alameda,26.35,"GEN1, GEN2",NG,6/1/1987 0:00,-122.263378,37.87020508
2202,S9016,College District Contra Costa Community 1,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 0:00,-122.0737178,37.96649341
2203,S9117,Contra Costa Community College - DVC,0,Not Available,Contra Costa,1.2,1,SUN,1/1/2012 0:00,-122.0700867,37.967287
2204,S9142,AT&T Services  Inc.,0,Not Available,Contra Costa,2.1,1,SUN,1/1/2012 0:00,-122.0605201,37.90435392
2205,G0101,Chevron Concord Cogeneration (Retired 7/27/2010),1,Chevron Business and Real Estate Services,Contra Costa,3.1,1,NG,6/1/1988 0:00,-122.059724,37.97246888
2206,S9170,Oakley Solar Project,0,Not Available,Contra Costa,1.5,Unit 1,SUN,8/1/2013 0:00,-121.7484431,38.00231442
2207,G0751,Ingredion Stockton Plant (Retired 12/31/2018),1,Corn Products International Inc,San Joaquin,10,"GEN1, GEN2",NG,3/1/1984 0:00,-121.2620874,37.91074226
2208,S0644,Manteca Land 1,0,Not Available,San Joaquin,1,Unit 1,SUN,12/28/2017 0:00,-121.2150948,37.84018062
2209,S9062,California Natural Products,0,Not Available,San Joaquin,1,1,SUN,1/1/2012 0:00,-121.2735179,37.82471909
2210,S9150,Stockton Delta Water Supply Project,0,Not Available,San Joaquin,3,1,SUN,1/1/2012 0:00,-121.3262597,37.93488038
2211,E0213,DTE Stockton (POSDEF Repower C0004),0,DTE Stockton LLC,San Joaquin,50.6,GEN 1,WDS,2/12/2014 0:00,-121.330552,37.94336111
2212,C0004,Port of Stockton District Energy Facility - Retired Jan 2011,1,DTE Stockton LLC,San Joaquin,49.9,GEN 1,BIT,12/1/1989 0:00,-121.328268,37.94147357
2213,C0021,Stockton CoGen (Retired 3/31/2012 - Repowered E0002),1,Air Products and Chemicals Inc,San Joaquin,55.1,GEN1,BIT,3/1/1988 0:00,-121.2606184,37.91276982
2214,E0032,Diamond Walnut - Retired December 2005,1,Diamond Walnut Growers Inc,San Joaquin,4.5,DWG 1,AB,4/1/1981 0:00,-121.2565169,37.94982791
2215,E0252,Ameresco Forward LLC,0,Ameresco Inc,San Joaquin,4.34,"Unit 1, Unit 2",LFG,2/22/2014 0:00,-121.1852269,37.8833213
2216,S9289,Foothill Farmington 2MW PV Project (2) (2012 PV RFO - 1),0,Not Available,San Joaquin,2,1,SUN,12/31/2014 0:00,-121.090124,37.92661068
2217,H0488,Frankenheimer,0,South San Joaquin Irr District,Stanislaus,5.04,Unit 1,WAT,5/3/1983 0:00,-120.8068884,37.83037981
